Latitude (decimal degrees):	53.368
Longitude (decimal degrees):	7.183
Elevation (m):	3
Radiation database:	PVGIS-SARAH3


Slope: 0 deg. 
Azimuth: 0 deg. 
time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230707:1511,499.0,127.0,0.0,39.33,25.71,2.0,0.0
20230707:1611,352.0,121.0,0.0,30.51,25.8,2.14,0.0
20230707:1711,227.0,97.0,0.0,21.59,25.56,2.28,0.0
20230707:1811,108.0,68.0,0.0,12.95,24.41,3.17,0.0
20230707:1911,22.0,22.59,0.0,4.94,22.26,4.14,0.0
20230707:2011,0.0,0.0,0.0,0.0,19.55,4.62,0.0
20230707:2111,0.0,0.0,0.0,0.0,18.15,4.48,0.0
20230707:2211,0.0,0.0,0.0,0.0,16.71,4.48,0.0
20230707:2311,0.0,0.0,0.0,0.0,16.25,4.34,0.0
20230708:0011,0.0,0.0,0.0,0.0,15.88,4.34,0.0
20230708:0111,0.0,0.0,0.0,0.0,15.28,4.14,0.0
20230708:0211,0.0,0.0,0.0,0.0,14.76,3.86,0.0
20230708:0311,0.0,0.0,0.0,0.0,14.37,3.79,0.0
20230708:0411,17.0,38.0,0.0,6.15,14.4,3.93,0.0
20230708:0511,107.0,80.0,0.0,14.3,16.24,4.21,0.0
20230708:0611,240.0,103.0,0.0,23.01,18.34,4.14,0.0
20230708:0711,366.0,125.0,0.0,31.94,20.52,4.21,0.0
20230708:0811,504.0,133.0,0.0,40.69,22.55,4.14,0.0
20230708:0911,604.01,145.0,0.0,48.72,24.4,4.21,0.0
20230708:1011,690.01,145.0,0.0,55.16,26.03,4.21,0.0
20230708:1111,719.01,152.0,0.0,58.76,27.53,4.21,0.0
20230708:1211,735.01,142.0,0.0,58.41,28.66,4.21,0.0
20230708:1311,688.01,141.0,0.0,54.25,29.75,4.21,0.0
20230708:1411,612.01,132.0,0.0,47.47,30.48,3.86,0.0
20230708:1511,490.0,128.0,0.0,39.27,30.83,3.38,0.0
20230708:1611,339.0,125.0,0.0,30.45,30.78,2.83,0.0
20230708:1711,212.0,102.0,0.0,21.53,30.28,2.07,0.0
20230708:1811,63.0,85.0,0.0,12.89,28.37,2.21,0.0
20230708:1911,2.0,24.55,0.0,4.87,26.26,2.55,0.0
20230708:2011,0.0,0.0,0.0,0.0,24.15,2.83,0.0
20230708:2111,0.0,0.0,0.0,0.0,22.87,3.1,0.0
20230708:2211,0.0,0.0,0.0,0.0,21.51,3.52,0.0
20230708:2311,0.0,0.0,0.0,0.0,21.08,3.66,0.0
20230709:0011,0.0,0.0,0.0,0.0,20.36,4.48,0.0
20230709:0111,0.0,0.0,0.0,0.0,19.63,3.24,0.0
20230709:0211,0.0,0.0,0.0,0.0,18.93,2.14,0.0
20230709:0311,0.0,0.0,0.0,0.0,18.42,2.9,0.0
20230709:0411,0.0,9.0,0.0,6.03,18.35,2.41,0.0
20230709:0511,25.0,100.0,0.0,14.18,19.45,2.83,0.0
20230709:0611,25.0,164.0,0.0,22.89,21.48,3.03,0.0
20230709:0711,209.0,202.0,0.0,31.83,23.13,2.97,0.0
20230709:0811,144.0,300.0,0.0,40.58,24.93,2.55,0.0
20230709:0911,261.0,321.0,0.0,48.61,26.72,2.14,0.0
20230709:1011,433.0,284.0,0.0,55.04,28.49,2.0,0.0
20230709:1111,559.01,237.0,0.0,58.64,29.81,2.97,0.0
20230709:1211,557.01,236.0,0.0,58.3,30.83,3.24,0.0
20230709:1311,552.01,209.0,0.0,54.16,31.37,3.66,0.0
20230709:1411,0.0,142.0,0.0,47.39,31.64,3.1,0.0
20230709:1511,0.0,85.0,0.0,39.2,31.17,1.79,0.0
20230709:1611,0.0,75.0,0.0,30.38,29.27,2.9,0.0
20230709:1711,0.0,31.0,0.0,21.46,22.06,1.1,0.0
20230709:1811,0.0,21.0,0.0,12.82,19.71,0.97,0.0
20230709:1911,0.0,4.0,0.0,4.79,19.02,2.0,0.0
20230709:2011,0.0,0.0,0.0,0.0,18.09,2.9,0.0
20230709:2111,0.0,0.0,0.0,0.0,18.03,3.79,0.0
20230709:2211,0.0,0.0,0.0,0.0,17.45,1.1,0.0
20230709:2311,0.0,0.0,0.0,0.0,17.21,1.52,0.0
20230710:0011,0.0,0.0,0.0,0.0,17.13,2.83,0.0
20230710:0111,0.0,0.0,0.0,0.0,17.25,3.52,0.0
20230710:0211,0.0,0.0,0.0,0.0,17.44,2.97,0.0
20230710:0311,0.0,0.0,0.0,0.0,17.1,2.69,0.0
20230710:0411,2.0,31.0,0.0,5.91,17.34,3.1,0.0
20230710:0511,0.0,35.0,0.0,14.07,17.51,4.21,0.0
20230710:0611,15.0,157.0,0.0,22.78,18.24,4.48,0.0
20230710:0711,125.0,235.0,0.0,31.71,18.85,3.72,0.0
20230710:0811,460.0,151.0,0.0,40.46,19.95,2.76,0.0
20230710:0911,466.0,220.0,0.0,48.49,20.92,3.1,0.0
20230710:1011,476.0,265.0,0.0,54.92,22.08,4.14,0.0
20230710:1111,279.0,383.0,0.0,58.51,22.67,4.28,0.0
20230710:1211,0.0,253.0,0.0,58.19,23.1,4.55,0.0
20230710:1311,260.0,363.0,0.0,54.06,23.33,4.83,0.0
20230710:1411,591.0,137.0,0.0,47.31,23.48,4.62,0.0
20230710:1511,478.0,129.0,0.0,39.12,23.75,4.14,0.0
20230710:1611,329.0,126.0,0.0,30.31,23.55,3.93,0.0
20230710:1711,196.0,106.0,0.0,21.39,23.11,3.59,0.0
20230710:1811,44.0,88.0,0.0,12.74,22.12,2.55,0.0
20230710:1911,18.0,23.35,0.0,4.71,20.23,1.38,0.0
20230710:2011,0.0,0.0,0.0,0.0,17.58,2.14,0.0
20230710:2111,0.0,0.0,0.0,0.0,16.16,1.72,0.0
20230710:2211,0.0,0.0,0.0,0.0,15.61,2.07,0.0
20230710:2311,0.0,0.0,0.0,0.0,14.86,1.59,0.0
20230711:0011,0.0,0.0,0.0,0.0,15.07,2.14,0.0
20230711:0111,0.0,0.0,0.0,0.0,15.4,2.48,0.0
20230711:0211,0.0,0.0,0.0,0.0,15.75,3.1,0.0
20230711:0311,0.0,0.0,0.0,0.0,15.94,3.79,0.0
20230711:0411,0.0,5.0,0.0,5.79,16.09,4.14,0.0
20230711:0511,71.0,91.0,0.0,13.94,17.43,4.34,0.0
20230711:0611,44.0,169.0,0.0,22.66,19.08,4.83,0.0
20230711:0711,238.0,188.0,0.0,31.59,21.22,4.83,0.0
20230711:0811,90.0,307.0,0.0,40.34,23.15,4.83,0.0
20230711:0911,417.0,245.0,0.0,48.36,24.84,4.83,0.0
20230711:1011,425.0,289.0,0.0,54.78,26.34,5.31,0.0
20230711:1111,440.0,305.0,0.0,58.38,27.15,6.62,0.0
20230711:1211,592.01,216.0,0.0,58.07,27.46,6.76,0.0
20230711:1311,40.0,369.0,0.0,53.96,27.6,6.9,0.0
20230711:1411,22.0,314.0,0.0,47.22,27.74,6.07,0.0
20230711:1511,116.0,295.0,0.0,39.04,27.34,4.48,0.0
20230711:1611,93.0,228.0,0.0,30.23,26.44,3.52,0.0
20230711:1711,2.0,115.0,0.0,21.31,25.36,3.03,0.0
20230711:1811,17.0,87.0,0.0,12.66,24.12,2.48,0.0
20230711:1911,16.0,23.79,0.0,4.62,22.83,1.24,0.0
20230711:2011,0.0,0.0,0.0,0.0,20.24,1.52,0.0
20230711:2111,0.0,0.0,0.0,0.0,19.37,1.52,0.0
20230711:2211,0.0,0.0,0.0,0.0,19.15,2.41,0.0
20230711:2311,0.0,0.0,0.0,0.0,19.1,1.45,0.0
20230712:0011,0.0,0.0,0.0,0.0,18.63,0.48,0.0
20230712:0111,0.0,0.0,0.0,0.0,18.16,2.28,0.0
20230712:0211,0.0,0.0,0.0,0.0,17.63,3.45,0.0
20230712:0311,0.0,0.0,0.0,0.0,17.23,4.48,0.0
20230712:0411,0.0,5.0,0.0,5.66,17.0,4.69,0.0
20230712:0511,35.0,99.0,0.0,13.82,17.05,5.72,0.0
20230712:0611,7.0,143.0,0.0,22.54,16.9,5.79,0.0
20230712:0711,153.0,226.0,0.0,31.47,17.61,5.72,0.0
20230712:0811,138.0,302.0,0.0,40.22,18.27,5.86,0.0
20230712:0911,115.0,362.0,0.0,48.23,19.05,5.86,0.0
20230712:1011,244.0,374.0,0.0,54.65,19.68,6.14,0.0
20230712:1111,103.0,418.0,0.0,58.24,20.6,6.62,0.0
20230712:1211,307.0,370.0,0.0,57.94,21.04,5.45,0.0
20230712:1311,470.0,261.0,0.0,53.85,21.05,6.0,0.0
20230712:1411,371.0,263.0,0.0,47.12,21.01,5.52,0.0
20230712:1511,320.0,218.0,0.0,38.96,20.77,5.31,0.0
20230712:1611,71.0,231.0,0.0,30.15,19.68,5.17,0.0
20230712:1711,150.0,129.0,0.0,21.23,20.0,4.21,0.0
20230712:1811,94.0,69.0,0.0,12.57,19.8,3.17,0.0
20230712:1911,11.0,24.15,0.0,4.52,18.61,2.76,0.0
20230712:2011,0.0,0.0,0.0,0.0,16.91,2.55,0.0
20230712:2111,0.0,0.0,0.0,0.0,15.71,2.9,0.0
20230712:2211,0.0,0.0,0.0,0.0,15.29,3.24,0.0
20230712:2311,0.0,0.0,0.0,0.0,15.17,3.24,0.0
20230713:0011,0.0,0.0,0.0,0.0,14.77,3.59,0.0
20230713:0111,0.0,0.0,0.0,0.0,14.79,4.21,0.0
20230713:0211,0.0,0.0,0.0,0.0,14.79,4.69,0.0
20230713:0311,0.0,0.0,0.0,0.0,14.62,4.62,0.0
20230713:0411,1.0,25.8,0.0,5.53,14.43,4.55,0.0
20230713:0511,67.0,91.0,0.0,13.69,14.85,4.83,0.0
20230713:0611,192.0,122.0,0.0,22.41,16.05,4.69,0.0
20230713:0711,296.0,159.0,0.0,31.34,17.51,4.9,0.0
20230713:0811,169.0,296.0,0.0,40.09,18.47,5.03,0.0
20230713:0911,337.0,291.0,0.0,48.09,19.36,5.24,0.0
20230713:1011,159.0,399.0,0.0,54.51,19.37,5.1,0.0
20230713:1111,0.0,95.0,0.0,58.1,18.54,5.38,0.0
20230713:1211,0.0,245.0,0.0,57.81,16.94,5.03,0.0
20230713:1311,0.0,218.0,0.0,53.73,18.41,5.38,0.0
20230713:1411,24.0,319.0,0.0,47.02,19.42,5.66,0.0
20230713:1511,71.0,299.0,0.0,38.86,20.33,5.17,0.0
20230713:1611,74.0,232.0,0.0,30.06,19.13,4.69,0.0
20230713:1711,73.0,158.0,0.0,21.14,18.72,4.14,0.0
20230713:1811,26.0,89.0,0.0,12.48,18.59,3.38,0.0
20230713:1911,14.0,22.43,0.0,4.42,17.63,2.48,0.0
20230713:2011,0.0,0.0,0.0,0.0,15.64,1.86,0.0
20230713:2111,0.0,0.0,0.0,0.0,14.68,2.14,0.0
20230713:2211,0.0,0.0,0.0,0.0,13.78,2.55,0.0
20230713:2311,0.0,0.0,0.0,0.0,13.79,2.28,0.0
20230714:0011,0.0,0.0,0.0,0.0,13.11,1.72,0.0
20230714:0111,0.0,0.0,0.0,0.0,13.15,2.62,0.0
20230714:0211,0.0,0.0,0.0,0.0,13.35,2.76,0.0
20230714:0311,0.0,0.0,0.0,0.0,13.0,2.62,0.0
20230714:0411,0.0,11.0,0.0,5.39,13.14,2.62,0.0
20230714:0511,42.0,95.0,0.0,13.56,14.05,2.69,0.0
20230714:0611,162.0,134.0,0.0,22.28,15.7,2.76,0.0
20230714:0711,200.0,204.0,0.0,31.21,17.3,3.38,0.0
20230714:0811,136.0,300.0,0.0,39.95,18.8,3.86,0.0
20230714:0911,346.0,281.0,0.0,47.96,19.96,4.55,0.0
20230714:1011,0.0,158.0,0.0,54.36,19.95,4.34,0.0
20230714:1111,0.0,179.0,0.0,57.95,20.59,4.69,0.0
20230714:1211,43.0,390.0,0.0,57.67,21.01,4.62,0.0
20230714:1311,58.0,380.0,0.0,53.6,21.39,4.14,0.0
20230714:1411,17.0,304.0,0.0,46.91,21.71,3.79,0.0
20230714:1511,32.0,278.0,0.0,38.76,22.32,3.93,0.0
20230714:1611,154.0,211.0,0.0,29.97,22.14,4.07,0.0
20230714:1711,77.0,155.0,0.0,21.04,21.99,2.41,0.0
20230714:1811,5.0,73.0,0.0,12.38,21.52,1.38,0.0
20230714:1911,0.0,14.0,0.0,4.31,20.5,1.66,0.0
20230714:2011,0.0,0.0,0.0,0.0,19.66,2.07,0.0
20230714:2111,0.0,0.0,0.0,0.0,19.32,3.31,0.0
20230714:2211,0.0,0.0,0.0,0.0,18.58,4.48,0.0
20230714:2311,0.0,0.0,0.0,0.0,18.72,4.48,0.0
20230715:0011,0.0,0.0,0.0,0.0,18.81,4.48,0.0
20230715:0111,0.0,0.0,0.0,0.0,19.12,4.97,0.0
20230715:0211,0.0,0.0,0.0,0.0,19.43,5.45,0.0
20230715:0311,0.0,0.0,0.0,0.0,19.34,4.83,0.0
20230715:0411,6.0,29.46,0.0,5.25,19.13,4.28,0.0
20230715:0511,39.0,94.0,0.0,13.42,19.66,4.14,0.0
20230715:0611,215.0,103.0,0.0,22.14,20.83,4.14,0.0
20230715:0711,261.0,169.0,0.0,31.08,22.62,4.21,0.0
20230715:0811,428.0,160.0,0.0,39.82,24.06,4.97,0.0
20230715:0911,545.0,162.0,0.0,47.81,24.9,5.86,0.0
20230715:1011,127.0,393.0,0.0,54.21,25.33,5.93,0.0
20230715:1111,79.0,407.0,0.0,57.79,25.8,6.41,0.0
20230715:1211,0.0,133.0,0.0,57.52,25.7,4.83,0.0
20230715:1311,0.0,159.0,0.0,53.47,25.9,5.59,0.0
20230715:1411,552.0,150.0,0.0,46.8,26.09,6.34,0.0
20230715:1511,323.0,210.0,0.0,38.66,25.85,5.86,0.0
20230715:1611,253.0,162.0,0.0,29.86,25.54,6.14,0.0
20230715:1711,71.0,153.0,0.0,20.94,23.71,5.1,0.0
20230715:1811,0.0,34.0,0.0,12.27,22.42,4.28,0.0
20230715:1911,0.0,3.0,0.0,4.2,20.63,5.17,0.0
20230715:2011,0.0,0.0,0.0,0.0,19.28,5.31,0.0
20230715:2111,0.0,0.0,0.0,0.0,18.14,4.48,0.0
20230715:2211,0.0,0.0,0.0,0.0,17.02,4.41,0.0
20230715:2311,0.0,0.0,0.0,0.0,16.35,5.93,0.0
20230716:0011,0.0,0.0,0.0,0.0,16.05,6.14,0.0
20230716:0111,0.0,0.0,0.0,0.0,16.09,6.55,0.0
20230716:0211,0.0,0.0,0.0,0.0,16.32,6.9,0.0
20230716:0311,0.0,0.0,0.0,0.0,16.27,7.17,0.0
20230716:0411,8.0,28.89,0.0,5.1,16.3,7.52,0.0
20230716:0511,96.0,75.0,0.0,13.28,16.65,7.86,0.0
20230716:0611,197.0,115.0,0.0,22.01,17.42,7.17,0.0
20230716:0711,79.0,239.0,0.0,30.94,18.13,9.03,0.0
20230716:0811,323.0,226.0,0.0,39.68,19.1,10.28,0.0
20230716:0911,119.0,360.0,0.0,47.66,19.47,9.31,0.0
20230716:1011,0.0,210.0,0.0,54.05,19.74,7.59,0.0
20230716:1111,99.0,417.0,0.0,57.63,20.33,8.21,0.0
20230716:1211,0.0,220.0,0.0,57.37,20.62,8.55,0.0
20230716:1311,3.0,279.0,0.0,53.34,21.25,8.28,0.0
20230716:1411,3.0,253.0,0.0,46.68,21.16,7.93,0.0
20230716:1511,0.0,187.0,0.0,38.55,21.68,7.38,0.0
20230716:1611,14.0,202.0,0.0,29.76,20.67,6.97,0.0
20230716:1711,197.0,102.0,0.0,20.83,20.23,5.66,0.0
20230716:1811,13.0,83.0,0.0,12.16,19.67,4.76,0.0
20230716:1911,9.0,21.7,0.0,4.08,18.65,4.21,0.0
20230716:2011,0.0,0.0,0.0,0.0,17.3,3.86,0.0
20230716:2111,0.0,0.0,0.0,0.0,16.72,3.93,0.0
20230716:2211,0.0,0.0,0.0,0.0,16.7,3.93,0.0
20230716:2311,0.0,0.0,0.0,0.0,16.67,4.28,0.0
20230717:0011,0.0,0.0,0.0,0.0,16.32,3.72,0.0
20230717:0111,0.0,0.0,0.0,0.0,16.08,4.07,0.0
20230717:0211,0.0,0.0,0.0,0.0,15.47,4.41,0.0
20230717:0311,0.0,0.0,0.0,0.0,15.29,4.55,0.0
20230717:0411,0.0,19.0,0.0,4.95,15.08,4.69,0.0
20230717:0511,96.0,74.0,0.0,13.13,15.37,4.9,0.0
20230717:0611,215.0,103.0,0.0,21.86,15.96,5.93,0.0
20230717:0711,316.0,142.0,0.0,30.8,17.19,6.69,0.0
20230717:0811,0.0,142.0,0.0,39.53,18.01,6.07,0.0
20230717:0911,221.0,336.0,0.0,47.51,18.0,5.79,0.0
20230717:1011,218.0,381.0,0.0,53.89,18.89,5.72,0.0
20230717:1111,316.0,366.0,0.0,57.47,19.55,6.34,0.0
20230717:1211,307.0,369.0,0.0,57.21,19.35,6.28,0.0
20230717:1311,35.0,363.0,0.0,53.19,19.43,5.79,0.0
20230717:1411,21.0,312.0,0.0,46.55,18.23,5.86,0.0
20230717:1511,0.0,141.0,0.0,38.43,17.6,5.72,0.0
20230717:1611,0.0,76.0,0.0,29.64,18.05,5.79,0.0
20230717:1711,124.0,138.0,0.0,20.72,17.1,5.24,0.0
20230717:1811,22.0,85.0,0.0,12.04,17.77,4.48,0.0
20230717:1911,6.0,20.55,0.0,3.95,17.13,3.38,0.0
20230717:2011,0.0,0.0,0.0,0.0,15.3,2.76,0.0
20230717:2111,0.0,0.0,0.0,0.0,14.51,2.9,0.0
20230717:2211,0.0,0.0,0.0,0.0,13.65,3.72,0.0
20230717:2311,0.0,0.0,0.0,0.0,13.22,3.66,0.0
20230718:0011,0.0,0.0,0.0,0.0,12.77,3.24,0.0
20230718:0111,0.0,0.0,0.0,0.0,12.65,2.9,0.0
20230718:0211,0.0,0.0,0.0,0.0,12.45,2.83,0.0
20230718:0311,0.0,0.0,0.0,0.0,12.41,2.9,0.0
20230718:0411,0.0,16.0,0.0,4.8,12.28,3.17,0.0
20230718:0511,7.0,81.0,0.0,12.99,13.29,3.17,0.0
20230718:0611,47.0,164.0,0.0,21.72,14.7,3.17,0.0
20230718:0711,75.0,236.0,0.0,30.65,16.42,3.66,0.0
20230718:0811,332.0,217.0,0.0,39.38,18.16,3.38,0.0
20230718:0911,374.0,264.0,0.0,47.36,19.3,3.45,0.0
20230718:1011,96.0,395.0,0.0,53.72,20.64,3.03,0.0
20230718:1111,223.0,398.0,0.0,57.29,20.97,2.76,0.0
20230718:1211,248.0,388.0,0.0,57.04,20.99,2.83,0.0
20230718:1311,0.0,72.0,0.0,53.04,21.13,3.24,0.0
20230718:1411,214.0,329.0,0.0,46.41,21.44,2.97,0.0
20230718:1511,112.0,294.0,0.0,38.31,20.8,1.86,0.0
20230718:1611,100.0,224.0,0.0,29.52,20.25,1.93,0.0
20230718:1711,72.0,152.0,0.0,20.6,19.84,1.52,0.0
20230718:1811,4.0,69.0,0.0,11.91,19.21,1.24,0.0
20230718:1911,1.0,17.8,0.0,3.82,18.26,0.97,0.0
20230718:2011,0.0,0.0,0.0,0.0,16.78,1.72,0.0
20230718:2111,0.0,0.0,0.0,0.0,16.38,1.93,0.0
20230718:2211,0.0,0.0,0.0,0.0,15.62,1.17,0.0
20230718:2311,0.0,0.0,0.0,0.0,14.58,1.45,0.0
20230719:0011,0.0,0.0,0.0,0.0,14.85,1.72,0.0
20230719:0111,0.0,0.0,0.0,0.0,14.76,1.72,0.0
20230719:0211,0.0,0.0,0.0,0.0,14.95,1.24,0.0
20230719:0311,0.0,0.0,0.0,0.0,14.72,1.1,0.0
20230719:0411,1.0,19.81,0.0,4.64,14.9,1.52,0.0
20230719:0511,7.0,81.0,0.0,12.83,14.96,1.31,0.0
20230719:0611,0.0,105.0,0.0,21.57,15.38,1.93,0.0
20230719:0711,2.0,168.0,0.0,30.5,16.15,2.76,0.0
20230719:0811,54.0,294.0,0.0,39.23,17.03,3.1,0.0
20230719:0911,159.0,349.0,0.0,47.19,17.78,3.31,0.0
20230719:1011,136.0,393.0,0.0,53.55,18.94,3.24,0.0
20230719:1111,485.01,276.0,0.0,57.12,19.12,4.41,0.0
20230719:1211,618.01,196.0,0.0,56.87,19.21,4.55,0.0
20230719:1311,590.01,183.0,0.0,52.89,18.87,4.83,0.0
20230719:1411,387.0,247.0,0.0,46.27,19.06,5.24,0.0
20230719:1511,219.0,259.0,0.0,38.18,18.87,4.69,0.0
20230719:1611,253.0,161.0,0.0,29.4,18.69,4.48,0.0
20230719:1711,110.0,139.0,0.0,20.47,18.18,4.14,0.0
20230719:1811,62.0,75.0,0.0,11.78,17.53,3.52,0.0
20230719:1911,5.0,19.76,0.0,3.68,16.72,2.55,0.0
20230719:2011,0.0,0.0,0.0,0.0,15.06,1.31,0.0
20230719:2111,0.0,0.0,0.0,0.0,14.32,1.24,0.0
20230719:2211,0.0,0.0,0.0,0.0,14.66,1.59,0.0
20230719:2311,0.0,0.0,0.0,0.0,14.12,2.0,0.0
20230720:0011,0.0,0.0,0.0,0.0,14.15,2.07,0.0
20230720:0111,0.0,0.0,0.0,0.0,14.0,2.0,0.0
20230720:0211,0.0,0.0,0.0,0.0,13.51,2.21,0.0
20230720:0311,0.0,0.0,0.0,0.0,13.16,2.48,0.0
20230720:0411,0.0,4.0,0.0,4.48,12.56,2.48,0.0
20230720:0511,86.0,74.0,0.0,12.68,13.5,2.97,0.0
20230720:0611,211.0,102.0,0.0,21.42,15.07,3.38,0.0
20230720:0711,153.0,219.0,0.0,30.35,16.29,4.62,0.0
20230720:0811,355.0,205.0,0.0,39.07,16.78,4.55,0.0
20230720:0911,436.0,232.0,0.0,47.03,17.53,4.41,0.0
20230720:1011,484.01,256.0,0.0,53.38,17.95,3.66,0.0
20230720:1111,503.01,271.0,0.0,56.93,18.45,3.86,0.0
20230720:1211,700.01,152.0,0.0,56.69,18.78,3.59,0.0
20230720:1311,624.01,167.0,0.0,52.73,18.93,3.31,0.0
20230720:1411,48.0,339.0,0.0,46.13,19.27,3.03,0.0
20230720:1511,331.0,209.0,0.0,38.04,19.16,2.62,0.0
20230720:1611,143.0,213.0,0.0,29.27,19.05,2.41,0.0
20230720:1711,115.0,139.0,0.0,20.34,18.45,2.21,0.0
20230720:1811,15.0,81.0,0.0,11.65,17.15,1.93,0.0
20230720:1911,0.0,10.0,0.0,3.54,16.3,1.1,0.0
20230720:2011,0.0,0.0,0.0,0.0,15.64,1.1,0.0
20230720:2111,0.0,0.0,0.0,0.0,13.82,0.55,0.0
20230720:2211,0.0,0.0,0.0,0.0,13.56,0.69,0.0
20230720:2311,0.0,0.0,0.0,0.0,11.99,0.76,0.0
20230721:0011,0.0,0.0,0.0,0.0,11.2,1.03,0.0
20230721:0111,0.0,0.0,0.0,0.0,10.82,1.45,0.0
20230721:0211,0.0,0.0,0.0,0.0,10.25,1.52,0.0
20230721:0311,0.0,0.0,0.0,0.0,10.64,1.31,0.0
20230721:0411,1.0,19.8,0.0,4.32,10.29,1.38,0.0
20230721:0511,22.0,88.0,0.0,12.52,12.1,1.59,0.0
20230721:0611,136.0,138.0,0.0,21.26,14.45,1.31,0.0
20230721:0711,351.0,117.0,0.0,30.2,16.32,1.45,0.0
20230721:0811,450.0,147.0,0.0,38.92,17.48,1.86,0.0
20230721:0911,352.0,275.0,0.0,46.86,18.29,1.59,0.0
20230721:1011,333.0,333.0,0.0,53.19,19.0,2.07,0.0
20230721:1111,188.0,407.0,0.0,56.74,19.58,2.62,0.0
20230721:1211,70.0,405.0,0.0,56.51,20.19,3.03,0.0
20230721:1311,0.0,124.0,0.0,52.56,18.54,4.62,0.0
20230721:1411,0.0,143.0,0.0,45.98,15.93,3.03,0.0
20230721:1511,0.0,188.0,0.0,37.9,15.51,2.14,0.0
20230721:1611,0.0,125.0,0.0,29.13,16.14,3.17,0.0
20230721:1711,37.0,151.0,0.0,20.2,16.47,3.72,0.0
20230721:1811,8.0,74.0,0.0,11.5,16.06,3.86,0.0
20230721:1911,4.0,18.03,0.0,3.39,14.93,3.79,0.0
20230721:2011,0.0,0.0,0.0,0.0,14.16,3.93,0.0
20230721:2111,0.0,0.0,0.0,0.0,13.75,3.59,0.0
20230721:2211,0.0,0.0,0.0,0.0,13.3,4.9,0.0
20230721:2311,0.0,0.0,0.0,0.0,12.69,4.21,0.0
20230722:0011,0.0,0.0,0.0,0.0,12.5,4.07,0.0
20230722:0111,0.0,0.0,0.0,0.0,11.84,3.66,0.0
20230722:0211,0.0,0.0,0.0,0.0,11.61,3.24,0.0
20230722:0311,0.0,0.0,0.0,0.0,11.44,3.03,0.0
20230722:0411,0.0,6.0,0.0,4.15,11.33,3.45,0.0
20230722:0511,0.0,43.0,0.0,12.36,12.51,3.52,0.0
20230722:0611,80.0,155.0,0.0,21.11,13.4,3.52,0.0
20230722:0711,83.0,231.0,0.0,30.04,14.72,3.79,0.0
20230722:0811,157.0,287.0,0.0,38.75,15.65,3.86,0.0
20230722:0911,30.0,324.0,0.0,46.69,16.82,3.93,0.0
20230722:1011,0.0,106.0,0.0,53.01,17.5,4.41,0.0
20230722:1111,0.0,204.0,0.0,56.55,17.36,3.86,0.0
20230722:1211,0.0,181.0,0.0,56.31,16.86,3.38,0.0
20230722:1311,0.0,183.0,0.0,52.38,16.43,4.0,0.0
20230722:1411,0.0,193.0,0.0,45.82,15.96,3.66,0.0
20230722:1511,0.0,132.0,0.0,37.75,15.96,3.52,0.0
20230722:1611,0.0,80.0,0.0,28.99,15.25,3.59,0.0
20230722:1711,0.0,40.0,0.0,20.06,15.27,3.79,0.0
20230722:1811,0.0,27.0,0.0,11.35,15.26,3.45,0.0
20230722:1911,0.0,6.0,0.0,3.23,14.9,3.24,0.0
20230722:2011,0.0,0.0,0.0,0.0,14.64,3.17,0.0
20230722:2111,0.0,0.0,0.0,0.0,14.51,4.0,0.0
20230722:2211,0.0,0.0,0.0,0.0,14.34,4.83,0.0
20230722:2311,0.0,0.0,0.0,0.0,14.42,4.97,0.0
20230723:0011,0.0,0.0,0.0,0.0,14.46,4.97,0.0
20230723:0111,0.0,0.0,0.0,0.0,14.4,5.45,0.0
20230723:0211,0.0,0.0,0.0,0.0,14.34,5.66,0.0
20230723:0311,0.0,0.0,0.0,0.0,14.38,5.59,0.0
20230723:0411,0.0,3.0,0.0,3.98,14.42,5.45,0.0
20230723:0511,0.0,19.0,0.0,12.19,14.55,5.45,0.0
20230723:0611,0.0,44.0,0.0,20.94,14.82,5.59,0.0
20230723:0711,0.0,91.0,0.0,29.88,15.2,5.79,0.0
20230723:0811,0.0,121.0,0.0,38.59,15.29,6.0,0.0
20230723:0911,0.0,141.0,0.0,46.51,15.21,6.62,0.0
20230723:1011,0.0,158.0,0.0,52.82,16.16,5.38,0.0
20230723:1111,0.0,137.0,0.0,56.35,16.36,6.28,0.0
20230723:1211,0.0,197.0,0.0,56.12,16.92,7.17,0.0
20230723:1311,2.0,268.0,0.0,52.2,17.53,7.72,0.0
20230723:1411,1.0,235.0,0.0,45.65,18.04,7.79,0.0
20230723:1511,0.0,133.0,0.0,37.6,18.91,6.97,0.0
20230723:1611,289.0,133.0,0.0,28.84,19.95,6.9,0.0
20230723:1711,99.0,138.0,0.0,19.91,20.25,5.93,0.0
20230723:1811,65.0,68.0,0.0,11.2,19.87,5.03,0.0
20230723:1911,0.0,12.0,0.0,3.07,19.02,4.55,0.0
20230723:2011,0.0,0.0,0.0,0.0,18.29,4.62,0.0
20230723:2111,0.0,0.0,0.0,0.0,17.96,4.76,0.0
20230723:2211,0.0,0.0,0.0,0.0,17.72,4.97,0.0
20230723:2311,0.0,0.0,0.0,0.0,17.48,4.97,0.0
20230724:0011,0.0,0.0,0.0,0.0,17.19,5.24,0.0
20230724:0111,0.0,0.0,0.0,0.0,16.87,5.24,0.0
20230724:0211,0.0,0.0,0.0,0.0,16.79,4.83,0.0
